district,schooldbn,name,telephone,address,Postcode,Borough,url,Latitude,Longitude
4,04M171,P.S. 171 Patrick Henry,212-860-5801,"19 East 103 Street, New York, NY 10029",10029.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9281,40.792122,-73.951961
4,04M206,P.S. 206 Jose Celso Barbosa,212-860-5809,"508 East 120 Street, New York, NY 10035",10035.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9288,40.797467,-73.930868
4,04M224,M.S. 224 Manhattan East School for Arts & Academics,212-860-6047,"410 East 100 Street, New York, NY 10029",10029.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9289,40.785671,-73.942548
4,04M372,Esperanza Preparatory Academy,212-722-6507,"240 East 109 Street, New York, NY 10029",10029.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9291,40.79307,-73.942303
4,04M377,Renaissance School of the Arts,212-534-6072,"319 East 117 Street, New York, NY 10035",10035.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9295,40.797302,-73.936365
4,04M610,Young Women's Leadership School,212-289-7593,"105 East 106Th Street, New York, NY 10029",10029.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9301,40.792741,-73.947428
4,04M825,Isaac Newton Middle School for Math & Science,212-860-6006,"260 Pleasant Avenue, New York, NY 10029",10029.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9304,40.793856,-73.934028
4,04M964,Central Park East II,212-860-5992,"433 East 100 Street, New York, NY 10029",10029.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9305,40.785258,-73.941526
5,05M046,P.S. 046 Arthur Tappan,212-360-1519,"2987 Frederick Douglass Boulevard, New York, NY 10039",,,https://www.myschools.nyc/en/schools/middle-school/9354,,
5,05M123,P.S. 123 Mahalia Jackson,212-342-6200,"301 West 140 Street, New York, NY 10030",10030.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9357,40.819767,-73.944433
5,05M148,Eagle Academy for Young Men of Harlem,212-694-6051,"6 Edgecombe Avenue, New York, NY 10030",10030.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9372,40.817372,-73.947712
5,05M161,P.S. 161 Pedro Albizu Campos,212-690-5945,"499 West 133 Street, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9377,40.81755,-73.953041
5,05M286,Urban Assembly Academy for Future Leaders,212-543-4960,"509 West 129 Street, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9390,40.815256,-73.955325
32,32K554,All City Leadership Secondary School,718-246-6500,"321 Palmetto Street, Brooklyn, NY 11237",11237.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/13028,40.69737,-73.913171
5,05M362,Columbia Secondary School,212-666-1278,"425 West 123 Street, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9394,40.810431,-73.955809
5,05M371,M.S. 371,212-690-5932,"425 West 130 Street, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/13247,40.814637,-73.951912
5,05M499,Frederick Douglass Academy,212-491-4107,"2581 7Th Avenue, New York, NY 10039",10039.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9397,40.824319,-73.93712
5,05M514,New Design Middle School,212-281-6339,"625 West 133 Street, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9398,40.819481,-73.95761
5,05M517,Teachers College Community School,212-316-8080,"168 Morningside Avenue, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9399,40.81242,-73.953315
5,05M670,Thurgood Marshall Academy for Learning and Social Change,212-283-8055,"200-214 West 135Th Street, New York, NY 10030",10030.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9403,40.815449,-73.944061
6,06M018,P.S. 018 Park Terrace,917-521-2220,"4124 9 Avenue, New York, NY 10034",10034.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9456,40.871278,-73.911516
6,06M052,Harold O. Levy School,212-567-9162,"650 Academy Street, New York, NY 10034",10034.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9464,40.866053,-73.924835
6,06M143,J.H.S. 143 Eleanor Roosevelt,212-927-7739,"511 West 182Nd Street, New York, NY 10033",10033.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9475,40.848908,-73.930948
6,06M187,P.S./I.S. 187 Hudson Cliffs,212-927-8218,"349 Cabrini Boulevard, New York, NY 10040",10040.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9487,40.856693,-73.937093
6,06M209,Hamilton Grange Middle School,2127759600,"500 West 138 Street, New York, NY 10031",10031.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9495,40.820953,-73.951145
6,06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,212-283-0012,"501-503 West 152 Street, New York, NY 10031",10031.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9496,40.829815,-73.94475
6,06M223,The Mott Hall School,212-281-5028,"71-111 Convent Ave, New York, NY 10027",10027.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9500,40.815458,-73.952908
6,06M278,Paula Hedbavny School,917-521-2060,"421 W 219Th St, New York, NY 10034",10034.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9502,40.871245,-73.912141
6,06M293,City College Academy of the Arts,212-567-3164,"4600 Broadway, New York, NY 10040",10040.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9504,40.86079,-73.930672
6,06M311,Amistad Dual Language School,212-544-8021,"4862 Broadway, New York, NY 10034",10034.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9505,40.866706,-73.923948
6,06M319,M.S. 319 - Maria Teresa,212-923-3827,"21 Jumel Place, New York, NY 10032",10032.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9508,40.839305,-73.936159
6,06M322,Middle School 322,212-304-0853,"4600 Broadway, New York, NY 10040",10040.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9509,40.86079,-73.930672
6,06M324,M.S. 324 - Patria Mirabal,212-923-4057,"21 Jumel Place, New York, NY 10032",10032.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9510,40.839305,-73.936159
6,06M328,Community Math & Science Prep,917-521-2508,"401 West 164 Street, New York, NY 10032",10032.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9511,40.836536,-73.937159
6,06M348,Washington Heights Expeditionary Learning School,212-781-0524,"511 West 182Nd Street, New York, NY 10033",10033.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9514,40.848908,-73.930948
6,06M349,Harbor Heights,212-568-6052,"306 Fort Washington Avenue, New York, NY 10033",10033.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9518,40.845469,-73.940468
6,06M366,Washington Heights Academy,212-304-3320,"202 Sherman Ave, New York, NY 10034",10034.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9519,40.865384,-73.92114
6,06M528,I.S. 528 Bea Fuller Rodgers School,212-740-4900,"180 Wadsworth Avenue, New York, NY 10033",10033.0,MANHATTAN,https://www.myschools.nyc/en/schools/middle-school/9530,40.85051,-73.934485
7,07X005,P.S. 5 Port Morris,718-292-2683,"564 Jackson Avenue, Bronx, NY 10455",10455.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9575,40.813728,-73.908886
7,07X029,P.S./M.S. 029 Melrose School,718-292-3785,"758 Courtlandt Avenue, Bronx, NY 10451",10451.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9584,40.821515,-73.917279
7,07X031,P.S./M.S. 031 The William Lloyd Garrison,718-292-4397,"250 East 156 Street, Bronx, NY 10451",10451.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9594,40.82316,-73.921631
7,07X151,J.H.S. 151 Lou Gehrig,718-292-0260,"250 East 156 Street, Bronx, NY 10451",10451.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9603,40.82316,-73.921631
7,07X221,South Bronx Preparatory: A College Board School,718-292-2211,"360 East 145 Street, Bronx, NY 10454",10454.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9616,40.813983,-73.920782
7,07X223,The Laboratory School of Finance and Technology: X223,718-585-8202,"360 East 145 Street, Bronx, NY 10454",10454.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9618,40.813983,-73.920782
7,07X224,Science School for Exploration and Discovery,718-665-9804,"345 Brook Avenue, Bronx, NY 10454",10454.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9619,40.81004,-73.917792
7,07X296,South Bronx Academy for Applied Media,718-401-0059,"778 Forest Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9624,40.818874,-73.905927
7,07X298,Academy of Public Relations,718-665-8866,"778 Forest Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9625,40.818874,-73.905927
7,07X343,Academy of Applied Mathematics and Technology,718-292-3883,"345 Brook Avenue, Bronx, NY 10454",10454.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9627,40.81004,-73.917792
7,07X500,Hostos-Lincoln Academy of Science,718-402-5640,"600 Saint Ann'S Avenue, Bronx, NY 10455",10455.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9638,40.815498,-73.91224
7,07X551,The Urban Assembly Bronx Academy of Letters,718-401-4891,"339 Morris Avenue, Bronx, NY 10451",10451.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9643,40.813641,-73.925313
7,07X584,I.S. 584,718-742-2900,"600 Saint Ann'S Avenue, Bronx, NY 10455",10455.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9644,40.815498,-73.91224
8,08X071,P.S. 071 Rose E. Scala,718-822-5351,"3040 Roberts Avenue, Bronx, NY 10461",10461.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9702,40.845787,-73.829829
8,08X101,M.S. X101 Edward R. Byrne,718-829-6372,"2750 Lafayette Avenue, Bronx, NY 10465",10465.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9716,40.827471,-73.829753
8,08X123,J.H.S. 123 James M. Kieran,718-328-2105,"1025 Morrison Avenue, Bronx, NY 10472",10472.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9722,40.825403,-73.873666
8,08X131,J.H.S. 131 Albert Einstein,718-991-7490,"885 Bolton Avenue, Bronx, NY 10473",10473.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9726,40.823526,-73.859662
8,08X269,Bronx Studio School for Writers and Artists,718-893-5158,"928 Simpson Street, Bronx, NY 10459",10459.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9739,40.820579,-73.893128
8,08X301,M.S. 301 Paul L. Dunbar,718-585-2950,"890 Cauldwell Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9742,40.822474,-73.907194
8,08X302,M.S. 302 Luisa Dessus Cruz,718-901-3520,"681 Kelly Street, Bronx, NY 10455",10455.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9743,40.815429,-73.902139
8,08X337,The School for Inquiry and Social Justice,718-860-4181,"1025 Morrison Avenue, Bronx, NY 10472",10472.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9751,40.825403,-73.873666
8,08X367,"Archimedes Academy for Math, Science and Technology Applications",718-617-5046,"456 White Plains Road, Bronx, NY 10473",10473.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9755,40.814833,-73.85658
8,08X371,Urban Institute of Mathematics,718-823-6042,"650 Hollywood Avenue, Bronx, NY 10465",10465.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9756,40.826526,-73.818417
8,08X375,The Bronx Mathematics Preparatory School,718-542-5063,"456 White Plains Road, Bronx, NY 10473",10473.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9757,40.814833,-73.85658
8,08X376,Antonia Pantoja Preparatory Academy: A College Board School,718-824-3152,"1980 Lafayette Avenue, Bronx, NY 10473",10473.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9759,40.82229,-73.856167
8,08X424,The Hunts Point School,718-328-1972,"730 Bryant Avenue, Bronx, NY 10474",10474.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9763,40.815455,-73.88577
8,08X448,Soundview Academy for Culture and Scholarship,718-991-4027,"885 Bolton Avenue, Bronx, NY 10473",10473.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9765,40.823526,-73.859662
8,08X467,Mott Hall Community School,718-829-3254,"650 Hollywood Avenue, Bronx, NY 10465",10465.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9767,40.826526,-73.818417
8,08X562,Blueprint Middle School,718-822-2780,"1111 Pugsley Avenue, Bronx, NY 10472",10472.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9772,40.829232,-73.856734
9,09X004,P.S./M.S. 004 Crotona Park West,718-583-6655,"1701 Fulton Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9826,40.840891,-73.898166
9,09X022,J.H.S. 022 Jordan L. Mott,718-681-6850,"270 East 167 Street, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9833,40.833131,-73.914027
9,09X117,I.S. 117 Joseph H. Wade,718-583-7750,"1865 Morris Avenue, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9867,40.848547,-73.908416
9,09X128,Mott Hall III,718-842-6138,"580 Crotona Park South, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9871,40.835286,-73.900751
9,09X215,Kappa,718-590-5455,"3630 Third Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9885,40.833511,-73.90449
9,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,718-410-7230,"1220 Gerard Avenue, Bronx, NY 10452",10452.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9886,40.835847,-73.920026
9,09X219,I.S. 219 New Venture School,718-681-7093,"3630 Third Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9888,40.833511,-73.90449
9,09X229,I.S. 229 Roland Patterson,718-583-6266,"275 Harlem River Park Bridge, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9890,40.852536,-73.921467
9,09X231,Eagle Academy for Young Men,718-466-8000,"4143 Third Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9892,40.844958,-73.89705
9,09X232,I.S. 232,718-583-7007,"1700 Macombs Road, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9893,40.849532,-73.916077
9,09X241,The Urban Assembly School for Applied Math and Science,718-466-7800,"1595 Bathgate Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9897,40.839244,-73.901316
9,09X303,I.S. X303 Leadership & Community Service,718-583-5466,"1700 Macombs Road, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9906,40.849532,-73.916077
9,09X323,Bronx Writing Academy,718-293-9048,"270 East 167 Street, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9909,40.833131,-73.914027
9,09X324,Bronx Early College Academy for Teaching & Learning,718-681-8287,"250 East 164 Street, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9911,40.828696,-73.917668
9,09X327,Comprehensive Model School Project M.S. 327,718-294-8111,"1501 Jerome Avenue, Bronx, NY 10452",10452.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9913,40.842495,-73.916082
9,09X328,New Millennium Bronx Academy of the Arts,718-588-8308,"1000 Teller Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9914,40.827941,-73.914374
9,09X339,I.S. 339,718-583-6767,"1600 Webster Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9916,40.840878,-73.904754
